label,features,customerID
0.0,"(28,[0,1,2,3,6,7,10,12,14,16,18,19,21,23],[62.65,4375.7998046875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",3563-SVYLG
0.0,"(28,[0,1,3,5,6,7,10,11,13,15,18,20,21,27],[60.0,1347.1500244140625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",1183-CANVH
1.0,"(28,[0,1,2,3,4,5,10,11,14,15,17,19,21,22,24,25],[29.6,79.44999694824219,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",3538-WZPHD
0.0,"(28,[0,1,2,3,4,5,6,7,21,23,24,26],[19.1,1268.8499755859375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",9500-WBGRP
0.0,"[55.7,2237.550048828125,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0]",3413-CSSTH
0.0,"(28,[0,1,2,3,4,5,6,8,9,12,14,16,17,20,23,24],[110.05,7430.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",2988-QRAJY
0.0,"(28,[0,1,2,3,5,6,8,9,12,14,15,17,20,22,24,25],[106.2,6375.2001953125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",1548-FEHVL
0.0,"(28,[0,1,2,4,5,6,8,9,11,14,16,17,19,22,24,25],[95.9,6503.2001953125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",4989-LIXVT
1.0,"(28,[0,1,2,5,6,8,9,11,13,16,17,20,22,25],[100.6,5746.14990234375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",3768-NLUBH
0.0,"(28,[0,1,5,6,8,10,12,14,16,18,19,21,24],[68.45,4014.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",5820-PTRYM
1.0,"(28,[0,1,3,4,5,6,7,10,12,14,15,18,19,21,22,24,26],[60.4,272.1499938964844,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",5482-NUPNA
0.0,"(28,[0,1,3,4,5,6,7,9,11,13,15,17,19,21,22,24,27],[69.85,515.4500122070312,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",5605-IYGFG
0.0,"(28,[0,1,2,4,5,6,7,9,11,13,15,17,19,21,22],[70.0,1732.5999755859375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",3509-GWQGF
0.0,"(28,[0,1,3,4,5,10,12,13,15,17,19,21,22,24,27],[30.85,394.1000061035156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",6549-NNDYT
0.0,"(28,[0,1,2,3,5,6,7,21,23,26],[19.65,973.0999755859375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",9646-NMHXE
1.0,"(28,[0,1,2,3,4,5,10,11,13,15,17,19,22,24,25],[35.55,35.54999923706055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0841-NULXI
0.0,"(28,[0,1,3,6,7,10,11,14,15,17,20,21,22,24],[58.7,168.60000610351562,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0319-QZTCO
0.0,"(28,[0,1,3,5,6,8,9,11,13,16,18,20,23,27],[103.2,5744.35009765625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",6766-HFKLA
0.0,"(28,[0,1,3,4,5,6,7,21,27],[19.9,323.1499938964844,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",7279-NMVJC
0.0,"(28,[0,1,2,5,6,8,9,11,14,15,17,20,23,27],[98.35,6929.39990234375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",5663-QBGIS
0.0,"(28,[0,1,3,4,5,6,7,21,22,26],[20.9,20.899999618530273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",7243-LCGGZ
1.0,"(28,[0,1,2,3,4,5,6,8,10,12,14,16,18,19,24],[78.6,5356.4501953125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0565-IYCGT
0.0,"(28,[0,1,3,6,8,9,11,13,16,18,20,23,24,27],[105.65,6717.89990234375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0266-CLZKZ
0.0,"(28,[0,1,3,5,10,12,14,16,18,19,21,23,24,27],[47.6,3377.800048828125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",4872-JCVCA
0.0,"(28,[0,1,2,3,5,6,7,21,22,24,27],[19.55,161.14999389648438,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",4365-MSDYN
0.0,"(28,[0,1,2,3,10,11,14,15,18,19,21,22,26],[35.5,432.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0953-LGOVU
0.0,"[49.45,799.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0]",3890-RTCMS
1.0,"(28,[0,1,3,4,5,6,7,9,11,13,16,18,19,22,24,25],[89.4,1095.6500244140625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",1513-XNPPH
1.0,"[70.1,551.3499755859375,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0]",9540-JYROE
1.0,"(28,[0,1,2,3,4,5,6,8,9,11,13,16,17,20,21,22,24],[89.35,631.8499755859375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",7479-NITWS
1.0,"(28,[0,1,3,4,5,6,8,9,11,14,15,17,20,22,24,25],[100.2,2983.800048828125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",4817-VYYWS
0.0,"(28,[0,1,3,10,12,14,16,18,19,23,24,26],[52.5,1208.1500244140625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",6867-ACCZI
0.0,"(28,[0,1,2,3,5,6,8,9,12,14,15,18,20,22,24,25],[107.7,7320.89990234375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",7821-DPRQE
1.0,"(28,[0,1,3,4,5,6,8,9,12,14,15,17,20,21,22,24,25],[94.4,1617.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",9658-WYUFB
0.0,"(28,[0,1,2,3,5,6,7,10,11,14,16,17,20,23,25],[73.6,3522.64990234375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",8313-AFGBW
0.0,"(28,[0,1,3,4,5,6,8,9,11,13,15,18,19,21,22,24],[79.55,958.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",2694-CIUMO
1.0,"(28,[0,1,3,5,10,11,13,15,17,20,21,22,24,27],[34.0,853.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",2894-QOJRX
0.0,"(28,[0,1,2,3,4,6,7,21,24,27],[19.95,219.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0221-NAUXK
1.0,"(28,[0,1,3,5,6,8,9,11,14,16,18,20,24,25],[109.5,7674.5498046875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",1984-FCOWB
0.0,"(28,[0,1,3,6,7,10,12,13,15,18,19,21,22,24],[55.35,920.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",5084-OOVCJ
0.0,"(28,[0,1,2,10,12,14,16,18,20,23,24,27],[64.8,4732.35009765625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",8204-YJCLA
1.0,"(28,[0,1,2,5,6,8,9,11,14,16,17,20,24,25],[103.75,6383.35009765625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",6646-QVXLR
0.0,"(28,[0,1,3,4,5,6,8,9,12,13,16,17,20,21],[94.9,4615.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",6732-FZUGP
0.0,"(28,[0,1,3,6,7,10,12,14,16,18,20,23],[85.5,4421.9501953125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",1084-MNSMJ
1.0,"(28,[0,1,2,3,6,7,9,11,13,15,17,20,21,22,24,27],[79.5,868.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",5442-XSDCW
1.0,"[89.95,1178.4000244140625,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0]",9436-ZBZCT
0.0,"(28,[0,1,3,4,5,6,7,21,23,27],[20.05,1386.9000244140625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",5848-FHRFC
0.0,"(28,[0,1,2,3,6,7,21,22,24],[19.45,674.5499877929688,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",2171-UDMFD
0.0,"(28,[0,1,3,6,7,9,11,13,16,18,20,23,24,25],[100.4,4303.64990234375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",8216-AZUUZ
0.0,"(28,[0,1,3,4,5,6,7,9,11,14,15,17,19,21,24,26],[74.65,966.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",6599-GZWCM
1.0,"(28,[0,1,3,4,5,6,7,10,11,13,15,17,19,22,24,25],[55.3,196.14999389648438,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",4484-CGXFK
0.0,"(28,[0,1,2,3,4,5,10,12,13,16,18,20,21,24,27],[49.35,3321.35009765625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",4702-HDRKD
0.0,"(28,[0,1,2,3,4,5,6,7,9,11,14,16,17,20,22,24,25],[101.4,3143.64990234375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",2603-HVKCG
0.0,"(28,[0,1,2,3,4,5,10,11,13,15,18,19,21,22,24,25],[29.75,96.8499984741211,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",5960-MVTUK
0.0,"(28,[0,1,3,6,7,21,23],[19.65,494.8999938964844,1.0,1.0,1.0,1.0,1.0])",7850-THJMU
1.0,"(28,[0,1,3,6,8,10,11,13,15,17,19,21,22,26],[50.85,239.5500030517578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",2235-ZGKPT
0.0,"(28,[0,1,3,4,5,6,8,9,11,13,15,17,19,21,22,24,25],[74.15,1345.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",7801-KICAO
0.0,"(28,[0,1,6,8,9,11,14,16,17,19,22,24],[96.1,6019.35009765625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",9544-PYPSJ
0.0,"(28,[0,1,3,4,5,6,7,10,12,13,16,17,19,21,22],[54.55,2455.050048828125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",1097-FSPVW
0.0,"(28,[0,1,3,4,5,6,8,21,25],[25.2,245.14999389648438,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",6674-KVJHG
1.0,"[78.5,242.0500030517578,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0]",9837-BMCLM
1.0,"(28,[0,1,2,3,6,8,9,11,14,16,17,20,21,22,24,25],[94.65,3624.300048828125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",2037-SGXHH
1.0,"(28,[0,1,3,4,5,6,8,21,22,24],[25.4,399.6000061035156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",7083-YNSKY
0.0,"(28,[0,1,3,5,6,7,21,24,26],[20.0,416.45001220703125,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",3556-BVQGL
0.0,"(28,[0,1,3,4,5,6,7,21,22,26],[19.3,144.9499969482422,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",2320-YKQBO
1.0,"(28,[0,1,2,5,6,8,9,12,14,15,17,19,22,24],[94.7,673.0999755859375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",6502-HCJTI
0.0,"(28,[0,1,2,6,8,9,11,13,16,17,20,22,24,25],[103.95,2964.800048828125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",3001-UNBTL
0.0,"(28,[0,1,5,6,8,9,11,13,15,18,20,22,24,27],[100.4,5749.7998046875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",6847-KJLTS
1.0,"(28,[0,1,3,4,6,7,10,12,14,15,18,19,21,22,24,25],[60.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",4797-AXPXK
1.0,"(28,[0,1,3,4,5,6,7,9,11,14,15,17,19,21,22,24,25],[75.7,75.69999694824219,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",5196-SGOAK
0.0,"(28,[0,1,2,3,10,12,13,16,18,19,21,23,26],[39.1,2779.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",8882-TLVRW
0.0,"(28,[0,1,3,4,5,6,8,9,11,13,15,18,20,22],[100.3,3541.39990234375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",5816-QVHRX
0.0,"(28,[0,1,3,5,6,8,10,12,14,16,18,20,23],[93.2,6506.14990234375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",3779-OSWCF
0.0,"(28,[0,1,2,3,4,6,7,21,22,27],[20.2,50.599998474121094,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",3039-MJSLN
0.0,"(28,[0,1,3,4,5,6,7,10,12,14,15,17,19,25],[64.35,2053.050048828125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",5203-XEHAX
1.0,"(28,[0,1,2,5,6,8,9,11,14,16,17,20,22,24,25],[105.9,334.6499938964844,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",1400-MMYXY
0.0,"(28,[0,1,2,3,6,8,10,12,13,15,18,19,24],[71.9,3173.35009765625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",7100-FQPRV
